iter	Passed	Remaining
1662	660669	332519
1663	661069	332123
1664	661470	331728
1665	661908	331351
1666	662326	330964
1667	662709	330559
1668	663098	330158
1669	663514	329770
1670	663879	329357
1671	664270	328956
1672	664649	328550
1673	665041	328150
1674	665420	327744
1675	665842	327359
1676	666233	326958
1677	666633	326562
1678	667025	326163
1679	667387	325748
1680	667750	325334
1681	668175	324950
1682	668592	324563
1683	668984	324163
1684	669323	323738
1685	669733	323346
1686	670118	322943
1687	670531	322554
1688	670962	322173
1689	671375	321783
1690	671732	321367
1691	672181	320994
1692	672598	320606
1693	672998	320210
1694	673402	319816
1695	673809	319424
1696	674183	319015
1697	674559	318608
1698	674998	318230
1699	675411	317840
1700	675799	317439
1701	676237	317061
1702	676658	316674
1703	677015	316258
1704	677409	315859
1705	677812	315464
1706	678207	315066
1707	678615	314674
1708	679017	314278
1709	679429	313888
1710	679817	313486
1711	680215	313089
1712	680637	312703
1713	681022	312300
1714	681424	311905
1715	681811	311503
1716	682239	311120
1717	682605	310708
1718	682971	310297
1719	683367	309899
1720	683760	309500
1721	684147	309098
1722	684584	308718
1723	684958	308310
1724	685358	307914
1725	685766	307522
1726	686157	307121
1727	686542	306719
1728	686948	306325
1729	687334	305923
1730	687702	305512
1731	688058	305097
1732	688477	304709
1733	688905	304326
1734	689314	303933
1735	689710	303536
1736	690087	303129
1737	690495	302737
1738	690873	302331
1739	691304	301949
1740	691673	301539
1741	692092	301151
1742	692482	300751
1743	692878	300353
1744	693277	299956
1745	693670	299557
1746	694089	299169
1747	694501	298778
1748	694897	298380
1749	695317	297993
1750	695706	297592
1751	695725	297033
1752	696103	296628
1753	696522	296240
1754	696915	295841
1755	697334	295453
1756	697763	295070
1757	698200	294690
1758	698603	294295
1759	699013	293903
1760	699421	293510
1761	699829	293118
1762	700236	292725
1763	700638	292330
1764	701036	291933
1765	701471	291551
1766	701861	291151
1767	702219	290737
1768	702648	290353
1769	703077	289969
1770	703464	289568
1771	703825	289156
1772	704238	288765
1773	704650	288374
1774	705042	287975
1775	705460	287586
1776	705894	287203
1777	706287	286805
1778	706716	286420
1779	707121	286026
1780	707471	285610
1781	707903	285227
1782	708306	284832
1783	708688	284428
1784	709114	284043
1785	709505	283643
1786	709536	283099
1787	709908	282692
1788	710319	282301
1789	710733	281910
1790	711083	281495
1791	711475	281096
1792	711866	280696
1793	712255	280296
1794	712639	279894
1795	713017	279490
1796	713437	279102
1797	713841	278707
1798	714264	278320
1799	714685	277933
1800	714706	277390
1801	715109	276995
1802	715538	276611
1803	715971	276228
1804	716347	275823
1805	716748	275428
1806	717179	275044
1807	717612	274661
1808	717998	274260
1809	718416	273871
1810	718816	273475
1811	719214	273079
1812	719632	272690
1813	720002	272283
1814	720397	271885
1815	720768	271478
1816	721179	271087
1817	721559	270684
1818	721934	270279
1819	722318	269877
1820	722688	269470
1821	723048	269059
1822	723443	268662
1823	723836	268264
1824	724278	267883
1825	724670	267485
1826	725054	267083
1827	725472	266694
1828	725860	266294
1829	726237	265890
1830	726619	265487
1831	727024	265094
1832	727428	264699
1833	727868	264318
1834	728320	263941
1835	728711	263542
1836	729142	263158
1837	729533	262759
1838	729942	262366
1839	730337	261968
1840	730356	261436
1841	730746	261037
1842	731172	260651
1843	731567	260254
1844	731967	259858
1845	732387	259469
1846	732778	259071
1847	733205	258685
1848	733611	258291
1849	734026	257901
1850	734410	257500
1851	734823	257108
1852	735255	256724
1853	735660	256330
1854	736079	255941
1855	736471	255542
1856	736862	255144
1857	737258	254747
1858	737622	254338
1859	738039	253948
1860	738422	253547
1861	738861	253165
1862	739215	252753
1863	739580	252345
1864	739975	251948
1865	740349	251544
1866	740740	251145
1867	741132	250747
1868	741530	250350
1869	741947	249961
1870	742344	249564
1871	742745	249168
1872	743153	248775
1873	743563	248383
1874	743959	247986
1875	744366	247593
1876	744777	247200
1877	745193	246810
1878	745577	246409
1879	746009	246024
1880	746449	245641
1881	746829	245239
1882	747217	244839
1883	747649	244454
1884	748034	244053
1885	748420	243653
1886	748818	243256
1887	749244	242869
1888	749603	242460
1889	750011	242067
1890	750393	241665
1891	750800	241272
1892	751223	240883
1893	751614	240484
1894	752009	240087
1895	752379	239682
1896	752795	239291
1897	753167	238886
1898	753559	238488
1899	753971	238096
1900	754375	237701
1901	754776	237306
1902	755153	236903
1903	755566	236511
1904	755977	236118
1905	756393	235728
1906	756819	235340
1907	757234	234948
1908	757646	234556
1909	758048	234161
1910	758452	233766
1911	758860	233373
1912	759234	232969
1913	759638	232574
1914	760037	232178
1915	760432	231781
1916	760846	231389
1917	761232	230989
1918	761651	230598
1919	762068	230208
1920	762461	229810
1921	762884	229421
1922	763291	229027
1923	763648	228618
1924	764033	228217
1925	764404	227813
1926	764786	227411
1927	765167	227010
1928	765573	226615
1929	765958	226215
1930	766313	225806
1931	766704	225407
1932	767068	225001
1933	767452	224600
1934	767868	224209
1935	767889	223703
1936	768264	223300
1937	768670	222906
1938	769087	222515
1939	769494	222122
1940	769854	221714
1941	770250	221318
1942	770611	220911
1943	771039	220523
1944	771459	220133
1945	771873	219742
1946	772290	219351
1947	772654	218945
1948	773050	218548
1949	773459	218155
1950	773869	217762
1951	774291	217372
1952	774695	216978
1953	775101	216584
1954	775498	216187
1955	775929	215800
1956	776316	215400
1957	776752	215015
1958	777119	214610
1959	777516	214213
1960	777945	213825
1961	778333	213426
1962	778730	213030
1963	779092	212624
1964	779494	212228
1965	779874	211827
1966	780312	211442
1967	780652	211030
1968	781044	210632
1969	781405	210225
1970	781816	209833
1971	782211	209435
1972	782622	209043
1973	783003	208642
1974	783408	208247
1975	783798	207849
1976	784183	207449
1977	784606	207060
1978	785005	206663
1979	785394	206265
1980	785804	205872
1981	786233	205483
1982	786650	205092
1983	787038	204693
1984	787417	204292
1985	787821	203897
1986	788226	203502
1987	788643	203111
1988	789039	202714
1989	789458	202323
1990	789835	201921
1991	790211	201519
1992	790621	201126
1993	791028	200732
1994	791397	200328
1995	791808	199935
1996	792174	199531
1997	792581	199136
1998	792951	198733
1999	793362	198340
2000	793767	197946
2001	794184	197554
2002	794569	197154
2003	794964	196757
2004	795368	196362
2005	795779	195969
2006	796146	195565
2007	796537	195167
2008	796935	194771
2009	797358	194380
2010	797769	193987
2011	798190	193596
2012	798615	193206
2013	799041	192817
2014	799435	192419
2015	799823	192021
2016	800182	191615
2017	800593	191222
2018	801000	190827
2019	801419	190436
2020	801833	190043
2021	802217	189643
2022	802635	189252
2023	803028	188854
2024	803442	188461
2025	803829	188062
2026	804203	187660
2027	804577	187258
2028	804982	186863
2029	805392	186470
2030	805771	186069
2031	806184	185676
2032	806571	185277
2033	806952	184876
2034	807354	184481
2035	807756	184086
2036	808149	183688
2037	808535	183289
2038	808964	182899
2039	809344	182499
2040	809784	182112
2041	810169	181712
2042	810600	181323
2043	811009	180929
2044	811442	180541
2045	811829	180141
2046	812197	179738
2047	812595	179342
2048	813248	179001
2049	813677	178612
2050	814077	178215
2051	814498	177824
2052	814896	177427
2053	815234	177017
2054	815640	176622
2055	816076	176234
2056	816491	175841
2057	816899	175446
2058	817289	175048
2059	817700	174654
2060	818091	174256
2061	818488	173859
2062	818878	173460
2063	819228	173054
2064	819634	172659
2065	819972	172249
2066	820364	171851
2067	820738	171450
2068	821174	171061
2069	821567	170663
2070	821963	170266
2071	822378	169873
2072	822808	169483
2073	823220	169089
2074	823601	168689
2075	824026	168298
2076	824427	167902
2077	824844	167509
2078	825237	167111
2079	825624	166712
2080	826041	166319
2081	826419	165919
2082	826819	165522
2083	827213	165125
2084	827641	164734
2085	828055	164340
2086	828445	163942
2087	828830	163543
2088	829245	163149
2089	829605	162745
2090	829944	162337
2091	830343	161940
2092	830753	161546
2093	831159	161151
2094	831496	160742
2095	831895	160346
2096	832331	159956
2097	832751	159564
2098	833156	159168
2099	833524	158766
2100	833916	158368
2101	834311	157971
2102	834734	157579
2103	835139	157184
2104	835537	156787
2105	835919	156387
2106	836318	155991
2107	836733	155597
2108	837137	155201
2109	837556	154809
2110	837982	154417
2111	838382	154021
2112	838790	153626
2113	839205	153232
2114	839569	152829
2115	839980	152434
2116	840393	152040
2117	840779	151641
2118	841229	151254
2119	841598	150852
2120	842001	150456
2121	842387	150057
2122	842776	149659
2123	843189	149265
2124	843617	148873
2125	843986	148471
2126	844418	148080
2127	844848	147689
2128	845259	147295
2129	845665	146899
2130	846045	146499
2131	846459	146105
2132	846863	145709
2133	847204	145303
2134	847625	144910
2135	848012	144511
2136	848432	144118
2137	848775	143712
2138	849187	143317
2139	849618	142926
2140	850042	142534
2141	850414	142132
2142	850812	141735
2143	851192	141336
2144	851617	140943
2145	851637	140484
2146	852070	140093
2147	852504	139702
2148	852903	139306
2149	853290	138907
2150	853709	138514
2151	854131	138121
2152	854542	137726
2153	854889	137322
2154	855284	136924
2155	855656	136524
2156	856059	136128
2157	856478	135734
2158	856882	135339
2159	857294	134944
2160	857686	134546
2161	858105	134153
2162	858521	133759
2163	858937	133365
2164	859356	132972
2165	859758	132575
2166	860155	132178
2167	860573	131785
2168	860996	131392
2169	861373	130992
2170	861766	130594
2171	862138	130194
2172	862535	129797
2173	862929	129399
2174	863301	128999
2175	863716	128604
2176	864092	128204
2177	864486	127807
2178	864876	127409
2179	865311	127018
2180	865713	126622
2181	866132	126228
2182	866545	125833
2183	866919	125433
2184	867364	125043
2185	867729	124641
2186	868136	124246
2187	868503	123845
2188	868933	123452
2189	869366	123060
2190	869767	122664
2191	870170	122268
2192	870612	121877
2193	871024	121482
2194	871445	121089
2195	871804	120686
2196	872203	120290
2197	872607	119894
2198	872984	119494
2199	873360	119094
2200	873763	118698
2201	874156	118300
2202	874504	117897
2203	874902	117500
2204	875293	117102
2205	875705	116707
2206	876085	116308
2207	876497	115913
2208	876894	115516
2209	877277	115117
2210	877672	114720
2211	878043	114320
2212	878435	113922
2213	878854	113528
2214	879247	113131
2215	879615	112730
2216	879967	112327
2217	880350	111929
2218	880766	111534
2219	881179	111139
2220	881585	110743
2221	882019	110351
2222	882425	109955
2223	882843	109561
2224	883286	109170
2225	883681	108772
2226	884091	108377
2227	884499	107981
2228	884930	107589
2229	885285	107187
2230	885698	106791
2231	886147	106401
2232	886536	106003
2233	886937	105606
2234	887349	105211
2235	887765	104816
2236	888154	104418
2237	888543	104020
2238	888945	103624
2239	889341	103227
2240	889728	102828
2241	890126	102431
2242	890476	102029
2243	890830	101627
2244	891234	101231
2245	891631	100834
2246	892048	100439
2247	892445	100042
2248	892890	99651
2249	893280	99253
2250	893676	98856
2251	894102	98462
2252	894512	98066
2253	894929	97671
2254	895321	97274
2255	895699	96875
2256	896065	96474
2257	896483	96080
2258	896887	95683
2259	897305	95289
2260	897758	94897
2261	898164	94501
2262	898581	94106
2263	899011	93713
2264	899367	93311
2265	899761	92914
2266	900178	92519
2267	900576	92122
2268	900981	91726
2269	901369	91328
2270	901786	90933
2271	902173	90534
2272	902573	90138
2273	902988	89742
2274	903016	89309
2275	903423	88913
2276	903857	88520
2277	904282	88125
2278	904660	87727
2279	905081	87332
2280	905461	86933
2281	905840	86535
2282	906240	86138
2283	906652	85742
2284	907071	85348
2285	907465	84950
2286	907862	84553
2287	908228	84154
2288	908633	83757
2289	909018	83359
2290	909414	82962
2291	909824	82566
2292	910265	82174
2293	910684	81779
2294	911079	81381
2295	911479	80985
2296	911889	80589
2297	912301	80193
2298	912666	79793
2299	913108	79400
2300	913502	79003
2301	913944	78610
2302	914336	78212
2303	914742	77816
2304	915150	77420
2305	915572	77025
2306	915991	76630
2307	916337	76229
2308	916740	75832
2309	917164	75437
2310	917570	75041
2311	917989	74646
2312	918372	74248
2313	918754	73849
2314	919160	73453
2315	919569	73057
2316	919934	72657
2317	920349	72262
2318	920771	71867
2319	921168	71469
2320	921591	71074
2321	922008	70679
2322	922448	70285
2323	922876	69890
2324	923270	69493
2325	923657	69095
2326	924091	68701
2327	924516	68306
2328	924874	67906
2329	925270	67508
2330	925654	67110
2331	926031	66712
2332	926412	66314
2333	926777	65914
2334	927194	65519
2335	927604	65122
2336	928018	64727
2337	928431	64331
2338	928798	63931
2339	929202	63535
2340	929619	63139
2341	930060	62745
2342	930469	62348
2343	930890	61953
2344	931254	61554
2345	931627	61155
2346	932025	60758
2347	932428	60361
2348	932823	59964
2349	933262	59569
2350	933680	59174
2351	934087	58777
2352	934468	58379
2353	934858	57981
2354	935297	57587
2355	935718	57191
2356	936083	56792
2357	936505	56396
2358	936920	56000
2359	937329	55604
2360	937766	55209
2361	938194	54814
2362	938586	54416
2363	939013	54021
2364	939420	53624
2365	939818	53227
2366	940214	52829
2367	940622	52433
2368	940980	52033
2369	941391	51637
2370	941780	51239
2371	942145	50840
2372	942561	50444
2373	942958	50047
2374	943349	49649
2375	943752	49253
2376	944165	48856
2377	944533	48457
2378	944954	48061
2379	945299	47662
2380	945696	47264
2381	946089	46867
2382	946469	46469
2383	946849	46071
2384	947259	45674
2385	947681	45279
2386	948118	44883
2387	948537	44487
2388	948975	44092
2389	949395	43696
2390	949807	43299
2391	950157	42900
2392	950547	42502
2393	950922	42104
2394	951299	41706
2395	951693	41308
2396	952103	40912
2397	952506	40515
2398	952918	40118
2399	953320	39721
2400	953720	39324
2401	954140	38928
2402	954544	38531
2403	954967	38135
2404	955379	37738
2405	955780	37341
2406	956199	36944
2407	956615	36548
2408	957055	36152
2409	957436	35754
2410	957852	35358
2411	958295	34962
2412	958688	34565
2413	959109	34168
2414	959531	33772
2415	959948	33375
2416	960348	32978
2417	960729	32580
2418	961111	32182
2419	961541	31786
2420	961993	31390
2421	962379	30993
2422	962767	30595
2423	963181	30198
2424	963602	29802
2425	963986	29404
2426	964342	29005
2427	964764	28609
2428	965155	28211
2429	965575	27814
2430	965960	27417
2431	966359	27019
2432	966734	26621
2433	967125	26224
2434	967540	25827
2435	967917	25429
2436	968341	25033
2437	968742	24635
2438	969194	24239
2439	969602	23842
2440	970017	23445
2441	970436	23048
2442	970823	22651
2443	971247	22254
2444	971664	21857
2445	972078	21460
2446	972469	21062
2447	972849	20665
2448	973262	20268
2449	973691	19871
2450	974076	19473
2451	974485	19076
2452	974882	18678
2453	975299	18281
2454	975715	17884
2455	976094	17487
2456	976521	17090
2457	976915	16692
2458	977320	16295
2459	977727	15898
2460	978127	15500
2461	978513	15102
2462	978927	14705
2463	979338	14308
2464	979746	13911
2465	980158	13513
2466	980541	13116
2467	980963	12719
2468	981406	12322
2469	981811	11924
2470	982237	11527
2471	982621	11130
2472	983041	10732
2473	983433	10335
2474	983853	9937
2475	984264	9540
2476	984629	9142
2477	984996	8744
2478	985388	8347
2479	985817	7950
2480	986243	7552
2481	986600	7155
2482	987003	6757
2483	987361	6359
2484	987771	5962
2485	988159	5564
2486	988575	5167
2487	988988	4770
2488	989008	4370
2489	989415	3973
2490	989804	3576
2491	990229	3178
2492	990624	2781
2493	991046	2384
2494	991469	1986
2495	991880	1589
2496	992289	1192
2497	992668	794
2498	993073	397
2499	993477	0
